ASN,ConnectionType,CountryCode,DNSResolver,srcIPAddress,Network,Platform,ProbeID,TestDateTime,dstIPAddress,HostName,hop_id,hop_name,hop_ip,rtt1,rtt2,rtt3
8452,Unknown,EG,,197.50.239.82,TE Data,ROUTER,f2820ed0-e940-47ba-9600-6a17d292ada4,/Date(1561377804939+0000)/,1.1.1.1,,1,10.45.3.49,10.45.3.49,17,36,17
8452,Unknown,EG,,197.50.239.82,TE Data,ROUTER,f2820ed0-e940-47ba-9600-6a17d292ada4,/Date(1561377804939+0000)/,1.1.1.1,,2,10.38.6.30,10.38.6.30,17,19,17
8452,Unknown,EG,,197.50.239.82,TE Data,ROUTER,f2820ed0-e940-47ba-9600-6a17d292ada4,/Date(1561377804939+0000)/,1.1.1.1,,3,10.38.7.81,10.38.7.81,26,28,24
8452,Unknown,EG,,197.50.239.82,TE Data,ROUTER,f2820ed0-e940-47ba-9600-6a17d292ada4,/Date(1561377804939+0000)/,1.1.1.1,,4,10.36.11.69,10.36.11.69,42,21,21
8452,Unknown,EG,,197.50.239.82,TE Data,ROUTER,f2820ed0-e940-47ba-9600-6a17d292ada4,/Date(1561377804939+0000)/,1.1.1.1,,5,10.36.19.197,10.36.19.197,21,21,21
8452,Unknown,EG,,197.50.239.82,TE Data,ROUTER,f2820ed0-e940-47ba-9600-6a17d292ada4,/Date(1561377804939+0000)/,1.1.1.1,,6,host-213.158.191.230.tedata.net,213.158.191.230,22,23,22
8452,Unknown,EG,,197.50.239.82,TE Data,ROUTER,f2820ed0-e940-47ba-9600-6a17d292ada4,/Date(1561377804939+0000)/,1.1.1.1,,7,one.one.one.one,1.1.1.1,22,22,22
8452,fiber,EG,,156.222.62.72,TE Data,ROUTER,11fac6b1-c1c6-4223-bcdb-0af3561c5e72,/Date(1561377805660+0000)/,8.8.8.8,,1,10.45.10.23,10.45.10.23,5,3,3
8452,fiber,EG,,156.222.62.72,TE Data,ROUTER,11fac6b1-c1c6-4223-bcdb-0af3561c5e72,/Date(1561377805660+0000)/,8.8.8.8,,3,10.37.93.42,10.37.93.42,8,7,7
8452,fiber,EG,,156.222.62.72,TE Data,ROUTER,11fac6b1-c1c6-4223-bcdb-0af3561c5e72,/Date(1561377805660+0000)/,8.8.8.8,,5,72.14.205.68,72.14.205.68,39,53,51
8452,fiber,EG,,156.222.62.72,TE Data,ROUTER,11fac6b1-c1c6-4223-bcdb-0af3561c5e72,/Date(1561377805660+0000)/,8.8.8.8,,8,dns.google,8.8.8.8,39,39,39
8452,WIFI,EG,156.200.40.66,197.32.174.165,TE Data,ANDROID,f87ea5a0-0848-484f-a64c-ca212f775c4d,/Date(1561377861077+0000)/,8.8.8.8,dns.google,1,,10.45.10.37,43,62,196
8452,WIFI,EG,156.200.40.66,197.32.174.165,TE Data,ANDROID,f87ea5a0-0848-484f-a64c-ca212f775c4d,/Date(1561377861077+0000)/,8.8.8.8,dns.google,2,,10.36.22.17,37,36,55
