ASN,ConnectionType,CountryCode,DNSResolver,IPAddress,Network,ProbeID,TestDateTime,IPTarget,rtt1,rtt2,rtt3,avg_rtt
37424,Wireless80211,BJ,41.79.218.0,41.79.219.194,Spacetel,7d287720-6455-466d-95eb-1acbf9806211,/Date(1561479346514+0000)/,9.9.9.9,31,40,34,35
29571,Wireless80211,CI,154.68.5.0,154.68.5.150,Orange Cote d'Ivoire,60e149b0-7b44-4d49-a080-5f11dd8ea101,/Date(1561479346218+0000)/,1.1.1.1,211,651,417,426
29571,Wireless80211,CI,154.68.5.0,154.68.5.150,Orange Cote d'Ivoire,60e149b0-7b44-4d49-a080-5f11dd8ea101,/Date(1561479350353+0000)/,8.8.8.8,200,329,187,238
29571,Wireless80211,CI,154.68.5.0,154.68.5.150,Orange Cote d'Ivoire,60e149b0-7b44-4d49-a080-5f11dd8ea101,/Date(1561479355054+0000)/,9.9.9.9,39,109,274,140
37341,mobile,GH,,197.220.169.147,Glomobile,690664ee-da36-43bf-9688-6fc4d46bfe4f,/Date(1561479350119+0000)/,1.1.1.1,613,753,753,706
36907,Ethernet,AO,172.217.41.6,196.202.254.9,TVCabo Angola,3387de05-2a8d-47cb-b001-4204a5371efc,/Date(1561479357079+0000)/,1.1.1.1,53,40,9,34
36907,Ethernet,AO,172.217.41.6,196.202.254.9,TVCabo Angola,3387de05-2a8d-47cb-b001-4204a5371efc,/Date(1561479361213+0000)/,8.8.8.8,78,118,78,91
36907,Ethernet,AO,172.217.41.6,196.202.254.9,TVCabo Angola,3387de05-2a8d-47cb-b001-4204a5371efc,/Date(1561479365855+0000)/,9.9.9.9,15,16,57,29
37529,Ethernet,GQ,74.125.47.7,197.214.64.187,Gestora de Infraestructuras de Telecomunicaciones,3d71b34b-4303-4782-acbe-411b91b07a47,/Date(1561479364500+0000)/,1.1.1.1,138,134,133,135
37529,Ethernet,GQ,74.125.47.7,197.214.64.187,Gestora de Infraestructuras de Telecomunicaciones,3d71b34b-4303-4782-acbe-411b91b07a47,/Date(1561479368033+0000)/,8.8.8.8,198,143,144,161
37529,Ethernet,GQ,74.125.47.7,197.214.64.187,Gestora de Infraestructuras de Telecomunicaciones,3d71b34b-4303-4782-acbe-411b91b07a47,/Date(1561479371452+0000)/,9.9.9.9,139,134,133,135
328310,Wireless80211,TD,172.253.12.4,102.164.244.170,GLOBALTECH-Telecoms,cf060d1f-cc5a-4232-a720-cdca453fd9f1,/Date(1561479370314+0000)/,1.1.1.1,210,222,193,208
328310,Wireless80211,TD,172.253.12.4,102.164.244.170,GLOBALTECH-Telecoms,cf060d1f-cc5a-4232-a720-cdca453fd9f1,/Date(1561479374733+0000)/,8.8.8.8,188,252,225,221
328310,Wireless80211,TD,172.253.12.4,102.164.244.170,GLOBALTECH-Telecoms,cf060d1f-cc5a-4232-a720-cdca453fd9f1,/Date(1561479378828+0000)/,9.9.9.9,255,191,248,231
30990,Unknown,DJ,,196.201.202.76,Djibouti Telecom S.A.,b7c5d3b2-36cc-4f61-8d42-319d01964bbb,/Date(1561479367697+0000)/,1.1.1.1,89,72,74,78
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561479367835+0000)/,1.1.1.1,150,268,149,189
30990,Unknown,DJ,,196.201.202.76,Djibouti Telecom S.A.,b7c5d3b2-36cc-4f61-8d42-319d01964bbb,/Date(1561479368108+0000)/,8.8.8.8,43,57,44,48
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561479368238+0000)/,8.8.8.8,281,149,150,193
30990,Unknown,DJ,,196.201.202.76,Djibouti Telecom S.A.,b7c5d3b2-36cc-4f61-8d42-319d01964bbb,/Date(1561479368853+0000)/,9.9.9.9,76,77,69,74
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561479368992+0000)/,9.9.9.9,279,162,150,197
327830,Wireless80211,BW,169.255.80.0,169.255.82.255,Concerotel,b349141b-848d-4dc3-8069-6cbcc6e9cce8,/Date(1561479378616+0000)/,1.1.1.1,195,52,23,90
327830,Wireless80211,BW,169.255.80.0,169.255.82.255,Concerotel,b349141b-848d-4dc3-8069-6cbcc6e9cce8,/Date(1561479381857+0000)/,8.8.8.8,24,22,40,28
327830,Wireless80211,BW,169.255.80.0,169.255.82.255,Concerotel,b349141b-848d-4dc3-8069-6cbcc6e9cce8,/Date(1561479385146+0000)/,9.9.9.9,16,38,19,24
36903,Wireless80211,MA,81.192.17.86,196.64.49.171,Maroc Telecom,cfb0d590-324d-4147-b4f5-eb87fb00d57f,/Date(1561479376491+0000)/,1.1.1.1,86,78,77,80
36903,WIFI,MA,81.192.17.86,102.100.6.188,Maroc Telecom,c5165210-b2c4-489e-9b40-ac2e146c1c24,/Date(1561479376532+0000)/,1.1.1.1,120,66,67,84
36925,WIFI,MA,197.230.202.130,41.87.131.90,Fixed B2B and Residential Orange Maroc Customers,6e42b26e-807c-41d4-8480-7c57ca0e81be,/Date(1561479377201+0000)/,1.1.1.1,4,11,10,8
36903,WIFI,MA,81.192.17.90,105.159.98.231,Maroc Telecom,0cb75859-1a79-45dc-8815-6b70ae019453,/Date(1561479378704+0000)/,1.1.1.1,124,66,70,86
36903,WIFI,MA,81.192.17.82,41.249.214.248,Maroc Telecom,504c62d0-393f-4b5f-aa57-777dbce74a64,/Date(1561479380165+0000)/,1.1.1.1,68,83,141,97
36903,WIFI,MA,81.192.17.22,41.249.174.186,Maroc Telecom,af41c423-8506-4df7-a4ed-eab403d5e30e,/Date(1561479380349+0000)/,1.1.1.1,60,54,266,126
36903,adsl,MA,,105.155.98.181,Maroc Telecom,8a699f14-f21e-4496-8fe4-e5e2f0d33297,/Date(1561479381078+0000)/,1.1.1.1,31,29,30,30
36903,Ethernet,MA,81.192.17.90,41.251.10.180,Maroc Telecom,c1111e0b-50e1-4626-a20e-1c2dbf967790,/Date(1561479381192+0000)/,1.1.1.1,37,36,36,36
36903,Wireless80211,MA,,41.248.9.23,Maroc Telecom,be49f85e-b899-464b-8c7b-45749ee558d6,/Date(1561479381363+0000)/,1.1.1.1,48,49,49,48
36903,WIFI,MA,81.192.17.86,41.251.88.156,Maroc Telecom,7f4c5673-f9ac-49f7-ba89-a3b65ee719aa,/Date(1561479382664+0000)/,1.1.1.1,49,59,49,52
36903,WIFI,MA,81.192.17.90,160.177.45.201,Maroc Telecom ADSL,ed33d007-f589-4f1a-8ec8-b3ebdc6c0674,/Date(1561479376802+0000)/,8.8.8.8,117,38,39,64
36903,WIFI,MA,81.192.17.82,196.217.169.83,Maroc Telecom,2b39ac54-d6f4-4d2d-a448-81b9b66028e6,/Date(1561479378809+0000)/,8.8.8.8,59,58,69,62
36903,adsl,MA,,105.155.98.181,Maroc Telecom,8a699f14-f21e-4496-8fe4-e5e2f0d33297,/Date(1561479381668+0000)/,8.8.8.8,23,23,24,23
36903,WIFI,MA,81.192.17.26,196.75.24.29,Maroc Telecom,fbfb31bc-6023-4a61-9b7b-d3489df22155,/Date(1561479383848+0000)/,8.8.8.8,33,29,31,31
6713,WIFI,MA,81.192.17.82,196.217.89.158,Maroc Telecom,53ae91cd-c905-4b07-b433-ac5f3a24501a,/Date(1561479385500+0000)/,8.8.8.8,74,66,64,68
36903,WIFI,MA,81.192.17.86,41.250.68.43,Maroc Telecom,c9d770b9-5dcb-43d9-b3c3-bc93d8b0f8f5,/Date(1561479385655+0000)/,8.8.8.8,139,135,107,127
36903,Unknown,MA,,105.155.165.64,Maroc Telecom,7811ebee-7640-46e0-8e0b-48ee974ffbb8,/Date(1561479386490+0000)/,8.8.8.8,27,25,25,25
36903,WIFI,MA,,41.248.68.15,Maroc Telecom,7c955032-092a-4c1b-ba22-0f2879dd15d9,/Date(1561479388097+0000)/,8.8.8.8,90,134,220,148
36925,WIFI,MA,197.230.202.131,197.247.225.81,Orange Morocco,fcf65868-34d8-41da-9395-e828b681b19e,/Date(1561479388935+0000)/,8.8.8.8,52,52,176,93
36903,WIFI,MA,81.192.17.90,105.159.98.231,Maroc Telecom,0cb75859-1a79-45dc-8815-6b70ae019453,/Date(1561479388987+0000)/,8.8.8.8,63,65,51,59
36903,WIFI,MA,81.192.17.18,160.176.82.164,Maroc Telecom ADSL,9c9ff5b8-3093-4d8e-91b1-9ebac6a0d734,/Date(1561479378519+0000)/,9.9.9.9,132,97,119,116
36903,WIFI,MA,81.192.17.90,105.159.246.10,Maroc Telecom,f53b9567-3842-4581-8e7d-b936ef7e5aad,/Date(1561479379830+0000)/,9.9.9.9,86,155,100,113
36903,WIFI,MA,,160.177.93.16,Maroc Telecom,84376dd4-326c-4e74-8982-661f6e7ed7cd,/Date(1561479380587+0000)/,9.9.9.9,62,107,78,82
36903,WIFI,MA,81.192.17.86,160.179.193.95,Maroc Telecom ADSL,689f1ce0-36f0-4657-ad59-b7bbed74a7c0,/Date(1561479380783+0000)/,9.9.9.9,84,93,83,86
36903,Unknown,MA,,105.155.165.64,Maroc Telecom,7811ebee-7640-46e0-8e0b-48ee974ffbb8,/Date(1561479382072+0000)/,9.9.9.9,52,50,51,51
36903,WIFI,MA,81.192.17.86,41.250.7.17,Maroc Telecom,df13ed4a-d280-4e6c-9996-3926875f29b6,/Date(1561479382371+0000)/,9.9.9.9,91,237,359,229
36903,WIFI,MA,81.192.17.90,105.154.160.217,Maroc Telecom,53481909-5212-470c-ba11-e34887e58d92,/Date(1561479382762+0000)/,9.9.9.9,83,103,101,95
36903,WIFI,MA,81.192.17.90,196.217.169.89,Maroc Telecom,2ceff6f7-0baa-4646-af87-dc158cca6ac7,/Date(1561479387074+0000)/,9.9.9.9,112,107,232,150
36903,WIFI,MA,81.192.17.82,196.64.217.172,Maroc Telecom,e0caf504-7f5c-4f6c-87db-8b0e73fd9d2c,/Date(1561479388416+0000)/,9.9.9.9,117,491,408,338
36903,WIFI,MA,81.192.17.82,105.155.96.100,Maroc Telecom,3448c230-444c-4a74-8b58-3158d9902252,/Date(1561479390197+0000)/,9.9.9.9,69,80,77,75
37492,WIFI,TN,197.26.8.36,196.229.157.3,Orange Tunisie,9e4791c7-b9ed-4ad1-a3d2-65433fbbb249,/Date(1561479379608+0000)/,1.1.1.1,211,81,78,123
2609,WIFI,TN,41.230.87.0,41.230.87.108,TOPNET,d611e9d3-abe5-48d2-81e8-dc92742c1328,/Date(1561479381278+0000)/,1.1.1.1,67,79,80,75
2609,WIFI,TN,41.227.192.0,41.227.228.103,Hexabyte,652cbd8e-eba0-4c1b-9be1-65c2d035d399,/Date(1561479383227+0000)/,1.1.1.1,96,118,107,107
37693,WIFI,TN,41.228.229.229,197.26.169.146,Ooredoo Tunisia,08de428b-0582-4add-bde4-2064dfadb31f,/Date(1561479387179+0000)/,1.1.1.1,81,81,82,81
2609,WIFI,TN,172.253.14.2,41.230.98.66,TOPNET,61460d3a-cdc7-4726-93b1-cee22d470599,/Date(1561479387943+0000)/,1.1.1.1,79,80,88,82
37705,WIFI,TN,41.226.21.50,102.156.1.63,TOPNET,eea4660a-5242-4791-bfd8-2c09f7b9940c,/Date(1561479389310+0000)/,1.1.1.1,49,49,51,49
37705,WIFI,TN,41.226.21.50,102.158.234.24,TOPNET,24f1ca01-ebcf-4296-8f32-3e075fa7a799,/Date(1561479389566+0000)/,1.1.1.1,153,97,81,110
37705,WIFI,TN,197.0.205.0,102.159.117.242,TOPNET,d43c53c5-65db-4404-82d4-00e14397552b,/Date(1561479389777+0000)/,1.1.1.1,87,93,81,87
2609,Unknown,TN,,197.1.41.60,TOPNET,164fc774-7613-4372-9929-3a64414384f6,/Date(1561479392606+0000)/,1.1.1.1,179,159,182,173
37492,WIFI,TN,197.26.8.35,196.234.164.226,Orange Tunisie,49756b12-c97c-4919-828f-40ee41e3e6c2,/Date(1561479394598+0000)/,1.1.1.1,60,101,107,89
2609,Unknown,TN,,197.1.41.60,TOPNET,164fc774-7613-4372-9929-3a64414384f6,/Date(1561479381505+0000)/,8.8.8.8,447,269,150,288
37671,WIFI,TN,193.95.59.25,197.25.176.53,Globalnet,3dac5d73-9bc9-4a3f-9d2e-0f5677913f60,/Date(1561479382209+0000)/,8.8.8.8,428,42,60,176
37705,WIFI,TN,41.226.21.50,102.156.1.63,TOPNET,eea4660a-5242-4791-bfd8-2c09f7b9940c,/Date(1561479385666+0000)/,8.8.8.8,56,57,56,56
2609,WIFI,TN,41.227.192.0,41.227.228.103,Hexabyte,652cbd8e-eba0-4c1b-9be1-65c2d035d399,/Date(1561479386720+0000)/,8.8.8.8,102,102,109,104
2609,WIFI,TN,41.230.87.0,41.230.87.108,TOPNET,d611e9d3-abe5-48d2-81e8-dc92742c1328,/Date(1561479387255+0000)/,8.8.8.8,67,67,83,72
37693,WIFI,TN,41.228.40.42,196.178.173.230,Ooredoo Tunisia,67e72716-5779-42f3-8c23-9131d9875f40,/Date(1561479388091+0000)/,8.8.8.8,39,47,78,54
37693,WIFI,TN,41.228.229.229,197.26.169.146,Ooredoo Tunisia,08de428b-0582-4add-bde4-2064dfadb31f,/Date(1561479390394+0000)/,8.8.8.8,56,49,57,54
2609,WIFI,TN,41.226.22.50,41.230.14.170,TOPNET,4ea7b977-64af-4f85-bfc4-1a57c040fe3e,/Date(1561479391500+0000)/,8.8.8.8,34,43,47,41
37492,WIFI,TN,197.26.8.35,196.234.164.226,Orange Tunisie,49756b12-c97c-4919-828f-40ee41e3e6c2,/Date(1561479391810+0000)/,8.8.8.8,63,70,93,75
37705,WIFI,TN,197.0.120.0,197.0.120.160,TOPNET,97e75372-cf04-4d7a-84f8-15a22ea04891,/Date(1561479391849+0000)/,8.8.8.8,25,33,34,30
2609,WIFI,TN,172.253.14.1,197.14.66.15,TOPNET,9c96bfa6-0aea-4643-bc22-5e205342cdb9,/Date(1561479383060+0000)/,9.9.9.9,100,177,185,154
37693,WIFI,TN,41.228.40.42,196.178.173.230,Ooredoo Tunisia,67e72716-5779-42f3-8c23-9131d9875f40,/Date(1561479383393+0000)/,9.9.9.9,84,99,100,94
37671,WIFI,TN,193.95.59.25,197.25.176.53,Globalnet,3dac5d73-9bc9-4a3f-9d2e-0f5677913f60,/Date(1561479387199+0000)/,9.9.9.9,62,62,81,68
37705,WIFI,TN,197.0.120.0,197.0.120.160,TOPNET,97e75372-cf04-4d7a-84f8-15a22ea04891,/Date(1561479387428+0000)/,9.9.9.9,49,55,56,53
2609,WIFI,TN,41.226.22.50,41.230.14.170,TOPNET,4ea7b977-64af-4f85-bfc4-1a57c040fe3e,/Date(1561479389015+0000)/,9.9.9.9,96,111,72,93
37705,WIFI,TN,41.226.16.50,102.159.108.217,TOPNET,dc587da5-8a03-4741-a549-efaa3e88b657,/Date(1561479389315+0000)/,9.9.9.9,82,72,77,77
37705,WIFI,TN,,102.158.160.80,TOPNET,f54b17a0-ea17-4c8d-aad1-2c78e47cefdb,/Date(1561479390994+0000)/,9.9.9.9,182,985,66,411
37492,WIFI,TN,197.26.8.35,196.234.164.226,Orange Tunisie,49756b12-c97c-4919-828f-40ee41e3e6c2,/Date(1561479392019+0000)/,9.9.9.9,75,114,113,100
37492,WIFI,TN,197.26.8.35,196.235.46.63,Orange Tunisie,3c2291fd-ef63-4748-a800-2c9d2097c90c,/Date(1561479392208+0000)/,9.9.9.9,80,95,94,89
37705,WIFI,TN,41.226.21.50,102.157.225.42,TOPNET,af3d6379-cf94-4efd-92a9-4808492ee30e,/Date(1561479396619+0000)/,9.9.9.9,124,155,136,138
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561479380168+0000)/,1.1.1.1,105,90,101,98
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561479380766+0000)/,8.8.8.8,129,115,115,119
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561479381522+0000)/,9.9.9.9,114,123,117,118
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561479386902+0000)/,1.1.1.1,103,102,104,103
37148,Wireless80211,NG,129.205.112.254,41.203.78.221,globacom,2a0a1aa1-191f-4496-acea-ce8fd6967b47,/Date(1561479387625+0000)/,1.1.1.1,58,54,53,55
20278,fiber,NG,,96.9.246.179,Nexeon Technologies,f9a1c7bd-60db-4498-a3ea-ea8a580124ee,/Date(1561479387688+0000)/,1.1.1.1,1036,731,761,842
36923,Ethernet,NG,8.0.26.142,41.58.59.115,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561479387736+0000)/,1.1.1.1,19,23,28,23
36873,"Ethernet,Wireless80211",NG,195.59.147.35,105.112.27.18,Airtel Networks Limited,6fc12705-1add-43e2-af0b-cbea8d3aba9d,/Date(1561479388896+0000)/,1.1.1.1,38,63,57,52
36920,WIFI,NG,,102.67.2.41,KKON,73f029ec-4b09-49f6-9e24-6e910b01d7c1,/Date(1561479390283+0000)/,1.1.1.1,17,17,18,17
37714,WIFI,NG,74.125.47.144,154.117.126.248,BITFLUX,ecdc28c1-d7e2-4aca-80fb-6082af1e5238,/Date(1561479403564+0000)/,1.1.1.1,202,322,578,367
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561479388013+0000)/,8.8.8.8,106,106,109,107
20278,fiber,NG,,96.9.246.179,Nexeon Technologies,f9a1c7bd-60db-4498-a3ea-ea8a580124ee,/Date(1561479388688+0000)/,8.8.8.8,1056,689,763,836
36920,WIFI,NG,,102.67.2.41,KKON,73f029ec-4b09-49f6-9e24-6e910b01d7c1,/Date(1561479389312+0000)/,8.8.8.8,17,19,18,18
37148,Wireless80211,NG,129.205.112.254,41.203.78.221,globacom,2a0a1aa1-191f-4496-acea-ce8fd6967b47,/Date(1561479390932+0000)/,8.8.8.8,48,58,56,54
36873,"Ethernet,Wireless80211",NG,195.59.147.35,105.112.27.18,Airtel Networks Limited,6fc12705-1add-43e2-af0b-cbea8d3aba9d,/Date(1561479392031+0000)/,8.8.8.8,47,37,37,40
36923,Ethernet,NG,8.0.26.142,41.58.59.115,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561479393271+0000)/,8.8.8.8,,,,-1
37714,WIFI,NG,74.125.47.144,154.117.126.248,BITFLUX,ecdc28c1-d7e2-4aca-80fb-6082af1e5238,/Date(1561479401238+0000)/,8.8.8.8,246,503,1402,717
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561479388262+0000)/,9.9.9.9,100,100,103,101
20278,fiber,NG,,96.9.246.179,Nexeon Technologies,f9a1c7bd-60db-4498-a3ea-ea8a580124ee,/Date(1561479389607+0000)/,9.9.9.9,631,719,685,678
36920,WIFI,NG,,102.67.2.41,KKON,73f029ec-4b09-49f6-9e24-6e910b01d7c1,/Date(1561479390151+0000)/,9.9.9.9,16,16,15,15
37148,Wireless80211,NG,129.205.112.254,41.203.78.221,globacom,2a0a1aa1-191f-4496-acea-ce8fd6967b47,/Date(1561479395507+0000)/,9.9.9.9,78,77,51,68
36873,"Ethernet,Wireless80211",NG,195.59.147.35,105.112.27.18,Airtel Networks Limited,6fc12705-1add-43e2-af0b-cbea8d3aba9d,/Date(1561479396196+0000)/,9.9.9.9,36,53,38,42
36923,Ethernet,NG,8.0.26.142,41.58.59.115,SWIFTNG,87c9d1f1-b3f3-47b9-b652-6c7a665cf6f5,/Date(1561479396237+0000)/,9.9.9.9,22,31,27,26
37714,WIFI,NG,74.125.47.144,154.117.126.248,BITFLUX,ecdc28c1-d7e2-4aca-80fb-6082af1e5238,/Date(1561479400950+0000)/,9.9.9.9,251,419,1171,613
37164,Ethernet,SL,41.191.251.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561479389770+0000)/,1.1.1.1,164,182,166,170
37164,Ethernet,SL,41.191.251.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561479393882+0000)/,8.8.8.8,124,123,,123
37164,Ethernet,SL,41.191.251.0,197.215.105.10,Airtel(SL) Ltd,ddedba94-69fb-472d-9645-84ffb318895b,/Date(1561479397213+0000)/,9.9.9.9,133,146,132,137
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561479394472+0000)/,1.1.1.1,85,87,87,86
8346,WIFI,SN,213.154.64.5,154.125.49.156,SONATEL Societe Nationale Des Telecommunications D,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561479408050+0000)/,1.1.1.1,354,908,237,499
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561479399873+0000)/,8.8.8.8,87,106,89,94
8346,WIFI,SN,213.154.64.5,154.125.49.156,SONATEL Societe Nationale Des Telecommunications D,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561479408027+0000)/,8.8.8.8,94,591,246,310
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561479405599+0000)/,9.9.9.9,100,89,88,92
8346,WIFI,SN,213.154.64.5,154.125.49.156,SONATEL Societe Nationale Des Telecommunications D,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561479408087+0000)/,9.9.9.9,94,365,312,257
24691,Wireless80211,TG,41.207.177.17,196.171.254.219,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561479396544+0000)/,1.1.1.1,112,134,263,169
24691,Wireless80211,TG,41.207.177.17,196.171.254.219,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561479404217+0000)/,8.8.8.8,164,123,134,140
24691,Wireless80211,TG,41.207.177.17,196.171.254.219,Togo Telecom,47d85bd7-e1e4-473b-92bf-acf2ef41d066,/Date(1561479410202+0000)/,9.9.9.9,41,109,32,60
